S. No.,Item name*,Item code,Purchase,Sale Price,In stock,
1391,PAMPERS NB 4 PANTS,4902430813860,30,36,6,
1392,PAMPERS S 16 PANTS SMALL,4902430722483,190,199,1,
1393,PAMPERS S 30,4902430872928,250,299,1,
1394,PANTENE HAIRFALL CONTROL,4902430899413,170,180,2,
1395,PANTENE HAIRFALL CONTROL,4902430899192,100,120,3,
1396,PANTENE LIVELY CLEA 200M,4902430899253,110,120,3,
1397,PANTENE OPEN HAIR MIRACL,4902430880329,180,190,3,
1398,PARK AVENUE,8901277015402,100,199,12,
1399,PARK AVENUE ALEXANDER,8901277015419,180,199,1,
1400,PARK AVENUE EPIC,8901277015426,180,199,4,
1401,PARK AVENUE SOAP 500G,8901277014573,99,165,3,
1402,PARLE CHATKEENS KHATTA M,8901719119705,52.5,105,2,
1403,PARLE HAPPY HAPPY 400GM,8901719118593,90,100,2,
1404,PARLE HIDE & SEEK 400G,8901719121739,70,140,3,
1405,PARLE MANGO BITE,8901719119286,40,50,1,
1406,PARLE NUTRICRUNCH HONEY,8901719117374,60,120,4,
1407,PARLE ORANGE BITE,8901719119293,40,50,1,
1408,PARLE PREMIUM RUSK 200GM,8901719106637,28,30,1,
1409,PATANJALI AMLA CHATPATA,8904109490521,160,180,1,
1410,PATANJALI KESH KANTI CON,8904109450600,100,110,0,
1411,PATANJALI KESH KANTI MIL,8904109450365,45,95,2,
1412,PATANJALI KESH KANTI REE,8904109450495,45,85,3,
1413,PEARS FACEWASH 60G,8901030355455,140,150,1,
1414,PENNE PASTA 500GM,8902689111072,160,175,2,
1415,PEPSI 1.5 L,8902080104079,50,90,4,
1416,PEPSI 2.25 LTR,,72,95,5,
1417,PERMANENT MARKER PEN,,180,200,5,
1418,PHOOL MAKHANE 90G,,90,120,4,
1419,PIPO DIET POPCORN,,7.5,10,11,
1420,PLASTIC ROPE 6 M RASSI,,25,49,4,
1421,PLAYING CARDS AMEER 555,,15,35,12,
1422,PONDS AGE MIRACLE WRINKL,8901030786334,100,105,1,
1423,PONDS AGE MIRACLE WRINKL,8901030664564,450,475,1,
1424,PONDS COLD CREAM 102ML,8901030755606,130,140,1,
1425,PONDS COLD CREAM 30ML,8901030816864,40,46,1,
1426,PONDS COLD CREAM 6 GM 5,,4,5,59,
1427,PONDS LIGHT MOISTURISER,8901030714689,300,309,4,
1428,PONDS LOTION TRIPLE VITA,8901030858369,163,299,4,
1429,PRINGLES FUSION CHUTNEY,,49,99,2,
1430,PRIYA GOLD MARIE LITE BI,8901652140590,27,55,2,
1431,PRIYAGOLD CRACKLE COCONU,8901652140606,33.33,55,4,
1432,PUMO TENNIS BALL,,16,30,9,
1433,RAJMA 1 KG,36000426557,98,128,7,
1434,RASNA INSTA NT ORANGE,8901848001087,130,240,2,
1435,RASNA NATIVE HAAT PURE L,8901848001414,90,180,4,
1436,REXONA DEODORANT POWDER,8901030831782,130,135,2,
1437,SABUDANA 1 KG,,60,100,2,
1438,SABUDANA 500 GM,,30,60,3,
1439,SAFFOLA AROGYAM CHYAWAN,8901088182515,180,190,4,
1440,SAMAK ATTA,8906029821706,33,80,9,
1441,SAMS SOYA SAUCE 200G,8906027122782,40,40,2,
1442,SANTOOR 100G,8901399011719,100,106,1,
1443,SATMOLA,8906037911772,4,5,4,
1444,SENSODYNE FRESH MINT,8901571004102,65,75,1,
1445,SENSODYNE RAPID RELIEF T,,90,160,1,
1446,SHOE BRUSH WOODEN,36000367041,30,60,6,
1447,SIGMA STICKY NOTES 76X5,8902689554336,40,50,4,
1448,SNAC ATAC CORNADO ROSEMA,8908012477525,35,35,7,
1449,SNAC ATAC CORNADO TOMATO,8908012477051,55,55,1,
1450,SNAC TAC BOONDI 150G,8904132917255,31,62,7,
1451,SNAC TAC MIXED FRUIT JAM,8904132922181,35,70,2,
1452,SNAC TAC TASTY PEANUTS 1,8904132912908,32.5,65,2,
1453,SNAC TAC TOMATO SOUP 13G,8904132918856,7.5,15,6,
1454,SNACTAC BUTTER COOKIES,8904132913165,16,25,5,
1455,STICK WIPER SMALL,,80,120,3,
1456,STREAX TENDER LOVING COL,8901247573130,200,225,2,
1457,STREAX TENDER LOVING COL,8901247573147,200,225,2,
1458,SUGAR LITE 500G,8901548145326,49,99,6,
1459,SUNFEAST YIPPEE MSL INS,8901725111670,18.67,28,3,
1460,SUNFEAST YIPPEEI NOODLES,8901725181673,38.85,58,3,
1461,SUNSILK CONDITIONER 180,8901030724565,140,149,1,
1462,SUNSILK LUSCIOUSLY THICK,8901030832567,100,108,1,
1463,SUNSILK NOURISHING SOFT,8901030832574,100,120,1,
1464,SUNSILK NOURISHING SOFT,8901030745546,190,198,1,
1465,SUNSILK NOURISHING SOFT,8901030714177,40,50,1,
1466,SUPER PATANJALI 160 GM D,8904109460104,5,10,26,
1467,TAPE 12 MM 25 MTR,,9,15,11,
1468,TATA TEA AGNI 1 KG,8901052005086,0,260,1,
1469,TATA TEA GOLD 500 GM,8901052000906,0,305,2,
1470,TEJ PATTA,,20,30,7,
1471,TEJAS COTTON BATTI LONG,8904250300618,7.5,15,24,
1472,TEJAS COTTON BATTI LONG,8904250302513,6,12,11,
1473,TEJAS COTTON BATTI ROUND,8904250300601,6,12,23,
1474,THUMBS UP 750 ML COLD DR,8901764042270,31.6,40,1,
1475,THUMBS UP2 L COLD DRINK,8901764042508,70,90,29,
1476,TIDE DOUBLE POWER 1 KG,4902430299756,88,104,1,
1477,TIDE SOAP BAR,,9,10,37,
1478,TIL OIL SHIV BHOLA 450 M,,82,95,4,
1479,TIL OIL SHIV BHOLA 950 M,,160,190,3,
1480,TOILET ROLL PAPER LEGEND,,85,125,2,
1481,TOILET ROLL PAPER PARAGO,,18,25,11,
1482,TOO YUMMI RINGS,8906090572859,25,50,5,
1483,TOOTHPICK,,12,20,18,
1484,TOOTHPICK ROUND BOTTLE S,,20,30,8,
1485,TOPS CUSTARD VANILLA POW,8904288621112,20,38,6,
1486,TOPS INSTANT MIX GULAB J,8904288602173,90,100,4,
1487,TOPS INSTANT MIX KESAR P,8904288602326,90,100,4,
1488,TOPS MANGO PICKLE,8904288612417,100,125,1,
1489,TOPS MIXED FRUIT JAM,8904288626070,50,60,1,
1490,TOPS PINEAPPLE JAM 475G,8904288626117,140,150,1,
1491,TOPS SNACK SAUCE 465GM,8904288601305,50,74,1,
1492,TOPS TOMATO KETCHUP 500G,8904288601114,80,94,1,
1493,TOPS VENEGAR 610 ML,8904288601275,30,60,3,
1494,TRESEMME HD 580 ML,8901030700224,480,500,1,
1495,TRESEMME KERATIN SMOOTH,8901030700873,220,220,4,
1496,TRESEMME KS KERATIN SMOO,8901030776106,250,275,1,
1497,TRESEMME SMOOTH & SHINE,8901030840029,120,130,1,
1498,TROPICANA LITCHI DELIGHT,8902080013272,74,110,1,
1499,UJWAL CHAMAK CLEANER,,38,75,24,
1500,ULTRA DENT CLOVE OIL 2 M,8904250605669,20,40,2,
1501,UNIBIC FRUIT AND NUT COO,8906009070636,89,180,5,
1502,unibic oatmeal cookies,,90,155,3,
1503,VALLEY UTSAV TEA,,199,240,2,
1504,VANESA PERFUME 60 ML,8901450003226,200,249,2,
1505,VANISH OXI ACTION 200G,8901396040309,100,105,1,
1506,VANISH OXI ACTION,8901396044505,15,17,4,
1507,VANISH OXI ACTION 100GM,8901396040200,55,62,1,
1508,VASELINE,67766592,4,5,31,
1509,VASELINE 24ML,8901030716249,42,42,4,
1510,VEBA HOT GARLIC STIR SAU,8906069402354,150,160,1,
1511,VEEBA PEANUT BUTTER CREA,8906069401104,119.4,154,4,
1512,VEEBA PEANUT BUTTER CRUN,8906069401111,119,154,4,
1513,VICKS VAPORUB 110ML,4987176077318,203,250,3,
1514,VICKS VAPORUB 5ML,,21,21,10,
1515,VICKS VAPORUB BABY 25 ML,4987176077059,85,105,3,
1516,VICTOR AIM HIGH GEOMETRY,8903183100081,63,80,2,
1517,VIM BAR 4UX105G,8901030863066,28,30,19,
1518,VISTA AURA BUBBLE GUM AI,8906011472923,99,199,6,
1519,VISTA SPONGE & SHINE,8906011472428,12.5,25,6,
1520,VLCC HONEY & SHEA BUTTER,8907122015023,350,399,4,
1521,WAGH BAKRI NAVCHETAN TEA,8901747000631,215,310,1,
1522,WAI WAI HAKKA EGG NOODLE,8906013030145,20,40,6,
1523,WAI-WAI MASALA DELIGHT 4,8906013032897,110,110,5,
1524,WHISPER BINDAZZZ NIGHTS,4987176106940,450,470,4,
1525,WHISPER DAILY LINERS PAD,4902430917667,190,198,3,
1526,WHISPER ULTRA NIGHTS XL+,4902430448758,378,400,2,
1527,WHISPER ULTRA SOFT 15 PA,4902430378116,170,175,5,
1528,WHISPER XL+ 30 PADS,4987176091376,300,320,1,
1529,WHISPER XL+50 PADS,4987176048578,500,520,3,
1530,WHISPER XL+7 PADS,4902430378123,60,66,2,
1531,WOMEN'S HORLICKS 400G,8901030825514,235,310,1,
1532,XLNC Calculator,,129,200,1,
1533,YELLOW DIAMOND PLAIN SAL,8906004563652,15,30,6,
1534,YUMMIEZ CHICKEN SEEKH KA,8902756780224,167,250,1,
1535,YUMMIEZ FRENCH FRIES 425,8902756311701,63,95,2,
1536,YUMMIEZ POTATO CHEESE BI,8902756650022,150,225,1,
1537,YUMMIEZ TANDOORI PANEER,8902756390034,117,175,1,
1538,ZANDU CHYAVANPRASH AVALE,8901248703185,105,185,2,
1539,ZANDU CHYAVANPRASHAD 900,25890100000011,265,365,2,
1540,ZANDU CHYAWANPLUS WITH B,8901248744065,240,340,2,
1541,ZANDU QUICK RELIEF FOR H,8901248753005,30,60,4,
1542,ZANDU SONA CHANDI CHYAWA,8901248744058,150,180,3,
1543,CATCH SHAHI PANEER MASAL,8901192225115,75,82,2,
1544,DABUR SARSO ANWLA,89008720,15,20,11,
1545,EVA FLORAL FUN TALC 100G,8902618000972,60,75,2,
1546,GOORAJ AIR SPRAY LUSH GR,8901157045109,130,155,3,
1547,HIMALAYA BABY LOTION 200,8901138511470,150,165,3,
1548,MOONGFALI GIRI 100 GM,,12,30,10,
1549,MOONGFALI GIRI 200 GM,,24,50,10,
1550,PANTENE 2 IN 1 HAIRFALL,4902430541053,270,285,1,
1551,PANTENE 2 IN 1 SILKY SMO,4902430538817,130,150,2,
1552,PANTENE 2 IN 1 SILKY SMO,4902430541107,270,285,1,
1553,PANTENE SHAMPOO 180 ML,4902430899222,110,120,2,
1554,PANTENE SILKY SMOOTH CAR,4902430899451,170,180,5,
1555,PANTENE SLIKY SMOOYH CAR,4902430346139,540,550,1,
1556,PANTENE TOTAL DAMAGE CAR,4902430899161,210,225,4,
1557,PANTENE TOTAL DAMAGE CAR,4902430899437,170,180,4,
1558,PAPAYA FAIRNESS FACIAL M,8809311914288,90,99,6,
1559,PARACHUTE ADV SOFT BODY,8901088064576,138,310,3,
1560,PARLE CHATKEEN ALOO BHUJ,,44,88,2,
1561,PARLE CHATKEEN BHUJIA SE,,44,88,2,
1562,SAVLON LIQUID 100 ML,8901725973124,39,44,1,
1563,SAVLON LIQUID 50 ML,8901725973117,21,24,1,
1564,SHAGUN LIFAFA ENVELOP WI,,4.5,15,96,
1565,SHAGUN LIFAFA EVELOP NO,,2.5,10,249,
1566,SUGAR 1KG,8902195070627,1,65,3,
1567,WHITE TONE FACE CREAM 15,8908001158374,45,48,2,
1568,WHITE TONE FACE CREAM 25,8908001158381,70,75,1,
1569,WILD BERRY SKITTLESS 33.,8906002489107,40,50,7,
1570,CATCH MEAT MASALA,8901192213112,70,75,1,
1571,BRU INSTANT COFFEE,8901030656927,135,170,4,
1572,BRYLCREEM HAIR CREAM 75,8901030740930,70,80,1,
1573,ARIEL LIQUID DETERGENT 1,4987176050533,200,225,5,
1574,CATCH KASHMIRI MIRCH POW,8901192103116,60,80,4,
1575,CLEAN AND CLEAR FOAMING,8901012189177,40,75,2,
1576,SNAC TAC SWEET CORN SOUP,8904132917231,24.5,49,6,
1577,SUNFEAST DARK FANTASY YU,8901725134693,70,140,6,
1578,SNAC TAC MASALA BOONDI 1,8904132917262,31,62,5,
1579,JIVO MUSTARD OIL 1 LTR.,8908000258198,161,215,5,
1580,REAL MIXED MASALA JIUCE,8901888005748,57,120,49,
1581,WHISPER ALOE 6 PADS XL,4987176057570,30,32,0,
1582,VIRAT BLACK SALT 200GM,8908013998135,18,20,6,
1583,ZANDU KESARI JIVAN 450G,8901248702034,400,410,1,
1584,WHISPER 20 PADS,4902430420556,65,72,0,
1585,VICKS C DROPS 2 GM,,0.76,1,38,
1586,RAJDHANI BESAN 1 KG,8906055100011,70,125,1,
1587,PARLE KISMI TOFFEE,8901719100864,40,50,1,
1588,POLO,,0,5,-10,
1589,KACCHA MANGO BITE LOOSE,,1,1,13,
1590,MAAZA 600 ML,8901764092206,32,40,20,
1591,MAD ANGLES 36 GM,8901725198121,8,10,1,
1592,MAD ANGLES ACHARI 33 GM,,9,10,9,
1593,POLO SMALL MINT,,4,5,12,
1594,TOO YUMM MULTIGRAIN TANG,8906090571180,8.5,10,5,
1595,COLGATE SENSITIVE PLUS,8901314012401,70,140,6,
1596,COLGATE SWARNA UEDSHAKTI,8901314309648,99,159,4,
1597,EMAMI KESH KING AYURVEDI,8901248230001,150,300,4,
1598,DEEPAK SAMPURNA PUJAN SA,,70,130,2,
1599,ORION CHOCOPIE 25 GM,8906130900079,9,20,10,
1600,ORION REAL STRAWBERR CHO,8906130900116,9,90,0,
1601,OSSUM BLOSSOM,8904238300647,130,140,3,
1602,OSSUM WITH AQUA DELIGHT,8904238300654,200,225,0,
1603,OSSUM WITH AQUA ROMANCE,8904238300623,200,250,1,
1604,OVEN GLOVE SINGLE HAND,36000367058,40,90,3,
1605,OXYLIFE NATURAL 5 RASIAN,8901103171326,72,82,0,
1606,OZONE SEMOP HAIR CLEANSE,8902443501903,199,199,2,
1607,PALMOLIVE AROMA ABSOLUTE,8901314552808,139,199,3,
1608,PALMOLIVE AROMA MORNING,8901314552815,139,199,3,
1609,PAMPER BABY DRY,4902430847346,80,80,3,
1610,PAMPER PACK OF 2 L,,28,28,9,
1611,PAMPERS M 8 PANTS,4902430839075,90,99,0,
1612,PANSARI OREAL OIL 1L,8908002823127,420,432,0,
1613,PANTENE ADVANCED HAIR FA,4902430541336,570,625,0,
1614,PANTENE LIVELY CLEAN SHA,4902430346429,530,550,1,
1615,PANTENE OPEN HAIR MIRACL,4902430880312,45,90,1,
1616,PANTENE SHAMPOO,,0,2,49,
1617,PARACHUTE OIL 45 ML JAR,8901088182973,17,20,0,
1618,PARACUUTE HAIR CREAM 50G,8901088026758,40,50,0,
1619,PARCHOCO DELIGHT 250 GM,8901719118883,140,150,-2,
1620,PARK AVENUE FIESTA SALE,8901277014856,180,199,1,
1621,PARK AVENUE HERCULES,8901277017376,180,199,5,
1622,PARK AVENUE MEN'S SOAP,8901277012722,20,25,1,
1623,PARK AVENUE MENS SOAP 50,8901277018922,200,212,-1,
1624,PARK AVENUE ORIGINAL COL,8901277015952,90,99,4,
1625,PARK AVENUE TRANCE,8901277014863,180,199,0,
1626,PARK AVENUE ZOUK,8901277014849,180,199,-1,
1627,PARLE 20 20 CASHEW COOKI,8901719109898,24,25,1,
1628,PARLE ASSORTEDCANDIES 2,8901719119026,33.33,50,2,
1629,PARLE BHUJI SEV 400GM,8901719110740,80,88,0,
1630,PARLE CHATKEENS BHUJIA S,8901719119682,100,105,4,
1631,PARLE CHATKEENS HOT & SP,8901719119699,52.5,105,5,
1632,PARLE CREAM ONION 70GM,8901719102936,27,30,3,
1633,PARLE FAB BOURBON BAR 20,,4,5,27,
1634,PARLE G 250 GM,8901719112737,21,22,0,
1635,PARLE G NUTRICRUNCH DIGE,8901719117329,100,200,1,
1636,PARLE H&S CHOCO ROLLS 33,,7,10,20,
1637,PARLE HIDE & SIKE CHOCO,8901719118135,100,120,-1,
1638,PARLE HIDE AND SEEK BLAC,8901719110580,140,150,2,
1639,PARLE HIDE AND SEEK STRA,,25,30,0,
1640,PARLE HIDE AND SEEK STRA,,20,30,2,
1641,PARLE KHATTA MEETHA MIXT,8901719110764,80,84,-1,
1642,PARLE MASALA MASTI FLAVO,8901719106699,27,30,-5,
1643,PARLE MELODY CHOCOLATY,8901719220159,40,50,0,
1644,PARLE MELODY MAX CHOCOLA,8901719115448,40,50,0,
1645,PARLE MELODY PACK 195 GM,,47,50,1,
1646,PARLE MONACO JEFFS JAR 2,,54,60,1,
1647,PARLE MONACO PIRI PIRI 1,8901719117336,27,30,0,
1648,PARLE MOONG DAL,8901719119668,120,128,0,
1649,PARLE NUTRIRUNCH LITE CR,8901719120299,52.5,70,3,
1650,PARLE THAI SRIRACHA FLAV,8901719117732,27,30,-6,
1651,PARLE WAFERS PIRI PIRI 7,,15,30,2,
1652,PARLEG PREMIUM,,1.8,2,0,
1653,PARLES LAYS CLASIC SALTE,8901719171727,27,30,13,
1654,PARLES PIRI PIRI,8901719120657,30,60,22,
1655,PARLES PIRI PIRI FLAVOUR,8901719107221,27,30,2,
1656,PARLIES TANGY TOMATO FLA,8901719102929,27,30,-1,
1657,PASS PASS PULSE CANDY,,0.75,1,10,
1658,PASTRY TONG CHIMTA,,88,100,0,
1659,PATANJALI ALOEVERA KANTI,8904109451928,30,35,1,
1660,PATANJALI AMRIT RASAYAN,,175,200,1,
1661,PATANJALI DANT KANTI,,90,95,0,
1662,PATANJALI FACIAL FOMA AN,8904109451089,40,60,1,
1663,PATANJALI GILOY GHANVATI,8904109420078,90,100,0,
1664,PATANJALI HALDI CHANDAN,8904109451911,30,35,-1,
1665,PATANJALI HERBAL WASH,8904109450730,20,28,1,
1666,PATANJALI KESH KANTI HAI,8904109451706,50,60,3,
1667,PATANJALI KESH KANTI HAI,8904109450709,50,60,3,
1668,PATANJALI KESH KANTI REE,8904109450020,70,75,2,
1669,PATANJALI KESH KANTI SHI,8904109463198,85,95,2,
1670,PATANJALI LEMON HONEY FA,8904109450440,40,45,1,
1671,PATANJALI MOSTURIZER CRE,8904109451324,40,75,0,
1672,PATANJALI MULTANI MITTI,8904109450228,30,35,1,
1673,PATANJALI NEEM TULSI FAC,8904109451553,40,50,3,
1674,PATANJALI SAUNDARYA FACE,8904109450426,50,60,0,
1675,PATANJALI TULSI PANCHANG,8904109467578,80,90,0,
1676,PEARS OIL,,40,49,-1,
1677,PEARS PURE AND GENTEL BA,8901030771293,195,210,1,
1678,PEARS SOFT AND FRESH SOA,8901030878244,247,285,1,
1679,PEN,,4,5,40,
1680,PENCIL POUCH BLISTER CLO,,19,80,6,
1681,PENDING,,0,0,-1,
1682,PENTENE SHAMPOO POUCH HA,,1.5,2,80,
1683,PEPSODENT TONGUE CLEANIN,,30,40,0,
1684,PISTA SALTED75G,8902901222081,53,155,0,
1685,PISTACHOIOS ROSTED AND S,8904252301712,240,250,0,
1686,PLANFIX STICKYNOTE,,14,45,8,
1687,PLASTIC DISPOSAL FORK,,45,75,10,
1688,PLASTIC DISPOSAL GLASS P,36000367034,35,110,18,
1689,PLASTIC DISPOSAL GLASS P,,0.7,25,14,
1690,PLASTIC DISPOSAL GLASS P,,1.5,5,-65,
1691,PLASTIC DISPOSAL SPOON,,80,120,14,
1692,PLASTIC DISPOSAL WHITE F,,100,150,2,
1693,PLASTIC PAPER PLATE,,5,10,19,
1694,POCHA CLOTH WIPER,,20,40,11,
1695,POCHA WIPER CLOTH MEDIUM,,14,25,12,
1696,POLO TAPE DISPENSER,,30,55,7,
1697,POLYESTER CURTAIN GLITTE,,0,0,10,
1698,POLYESTER CURTAIN MATT F,,0,0,30,
1699,PONDS BRIGHT BEAUTY,8901030826269,70,72,0,
1700,PONDS DREAMFLOWER FRAGRA,8901030772290,250,280,2,
1701,PONDS LIGHT MOISTUROSER,,35,40,0,
1702,PONDS MAGIC FRESHNESS TA,8901030772320,260,300,2,
1703,POSTER CORN FLOUR 100 GM,8906036880116,22,32,9,
1704,POUR HOME ROOM FRESHNER,8901450011559,130,149,1,
1705,POWER POINT AGARBATTI 16,,9,10,24,
1706,PRABHAT RICE RING MASALA,,15,30,3,
1707,PRABHAT SOYA KATORI MASA,,20,40,4,
1708,PRE ROLLED CONES SMOKIIZ,606034636774,900,960,1,
1709,PRE ROLLED CONES SMOKIIZ,,10,15,21,
1710,PREMIER SYNTHETIC GUM 18,24027991,5,6,7,
1711,PRIL DISHWASH LIQUID LIM,,60,310,1,
1712,PRINGLES DESI MASALA TAD,,0,109,-3,
1713,PRINGLES SOUR AND CREAM,8886467122408,100,109,16,
1714,PRIYAGOLD DIGESTIVE BISC,8901652142532,45,65,1,
1715,PRIYAGOLD ITALIANO 100G,8901652141542,0,65,2,
1716,PRYGL HUNK CHOCCRMAL NOU,8906029791764,100,200,8,
1717,PRYGL HUNK CHOCCRMAL NOU,8906029792013,9,10,43,
1718,PULL FLOWER RIBBON SET O,,10,20,10,
1719,PURO SALT 1 KG,8908008468087,100,110,6,
1720,RAJASTHANI SWEET LIME PI,8906001050933,100,130,2,
1721,RAJDHANI SOOJI 500 GM,8906002342587,30,35,0,
1722,RAJWADI BITE,8901030717826,7.37,10,-1,
1723,RASNA 12G,8901848000042,40,44,12,
1724,RASNA INSTA ENERG ORANGE,8901848001049,130,135,3,
1725,RAT KILL POWERGUARD 25 G,8901396534006,15,20,10,
1726,REAL JUICE 180 ML MIXED,8901888006363,14,20,26,
1727,REAL JUICE CRANBERRY 1 L,8901888000347,103,115,4,
1728,REAL JUICE GRAPES 180 ML,8901888006585,14,20,16,
1729,REAL JUICE PINEAPPLE 180,8901888006387,14,20,-4,
1730,REAL MANGO DRINK 1.2L,8901207032608,46.67,70,5,
1731,REAL PINK GUAVA 1 LTR.,8901207032493,77,115,4,
1732,RED BULL PACK OF 4,9002490224844,420,440,2,
1733,RED CHILLI POWDER,,0,95,-1,
1734,RED CHILLI SAUCE,8901595862825,15,20,1,
1735,REXONA COCONUT & OLIVE O,8901030703195,45,50,0,
1736,REXONA DEODRANT ALOVERA,8901030831768,60,70,1,
1737,REYNOLDS PEN 5 MRP,8904275300006,3.33,5,503,
1738,RICE 1 KG LOOSE BLACK 69,,69,90,0,
1739,ROGHAN BADAM SHIRIN OIL,8901453038225,220,220,2,
1740,ROSHI GINGER HIBISCUS DE,8908015856020,200,220,12,
1741,ROUGH REGISTER GLOW FUTU,9255549850611,17,30,44,
1742,SAI NOTEBOOK 112 PG M,,13.75,20,200,
1743,Sai Notebook 172 P 3in1,,22,35,200,
1744,Sai Notebook 172 P E,,22,35,200,
1745,Sai Notebook 172 P H,,22,35,200,
1746,Sai Notebook 172 P M,,22,35,200,
1747,Sai Notebook 220 P HEM3i,,28,45,328,
1748,Sai Register Notebook 12,,15,25,10,
1749,Sai Register Notebook 17,,24,40,10,
1750,Sai Register Notebook 20,,29,40,3,
1751,Sai Register Notebook 22,,29,55,8,
1752,SAI REGISTER REGISTER NO,,24,30,20,
1753,SAMAK CHAWAL,779167033,32,75,9,
1754,SANTOOR GLYCERINE SOAP 1,,110,245,3,
1755,SANTOOR HAND WASH WITH B,8901399242212,60,75,15,
1756,SANTOOR HANDWASH 750 ML,8901399241086,75,109,4,
1757,SANTOOR HANDWASH BOTTLE,8901399241697,60,70,0,
1758,SANTOOR LOTUS & TULSI 18,8901399246029,50,60,20,
1759,SANTOOR SANDALWOOD 180ML,8901399241031,60,75,4,
1760,SANTOOR SOAP 53 GM,8901399016028,8,10,1,
1761,SANTOOR SOAP 53 GM 3+1,,20,40,0,
1762,SATMOLA SUJI RUSK,8906037913936,30,38,3,
1763,SAVLON HEXA ADVANCE SHOP,8905110003458,196,295,3,
1764,SCISSOR SMALL,853817007065,25,40,-1,
1765,SCJOHNSON ALL OUT,8904271200232,65,72,0,
1766,SCOTCH BRIGHT KITCHEN CL,8901361301114,180,195,1,
1767,SCOTCH BRITE,,20,40,3,
1768,SCOTCH BRITE SUPER PACK,8901361404457,75,150,2,
1769,SCOTCH BRITE 10 BY 14,8901361371162,25,40,4,
1770,SCOTCH BRITE 2+1,8901361305747,60,65,6,
1771,SCOTCH BRITE 3 N,8901361303736,87,90,5,
1772,SCOTCH BRITE ANTIBACTERI,8901361371179,17,20,5,
1773,SCOTCH BRITE COMBO IRON,8901361403955,13,20,11,
1774,SCOTCH PERMANENT GLUE ST,8901361301688,25,40,1,
1775,SCRUB O MAX,8902618008930,0,25,0,
1776,SCRUBZ SCRUBER STAINLESS,8904132907959,15,0,6,
1777,SELMON PASTA GOMITI 500G,8902689111089,160,175,2,
1778,SENSODYNE 2+1 BRUSH,8901571005833,90,100,0,
1779,SENSODYNE DEEP CLEAN,8901571009879,35,70,4,
1780,SENSODYNE FRESH GEL,8901571004614,110,115,1,
1781,SENSODYNE REPAIR AND PRO,8901571004829,80,90,0,
1782,SENSODYNE REPAIR AND PRO,8901571006229,160,175,0,
1783,SENSODYNE SENSITIVE SOFT,8901571005383,45,50,-1,
1784,SENSODYNE SOFT TOUTH BRA,8901571009091,30,30,0,
1785,SERVE BUN BUTTER,,39,49,-2,
1786,SERVE DECORATION,,0,49,99,
1787,SERVE GINGER TEA +,,20,25,100,
1788,SERVE MASALA TEA ++,,30,35,100,
1789,SERVE MEAL,,24,49,96,
1790,SERVE PAPER CUP TEA,,10,15,98,
1791,SERVE TEA GO90 SPECIAL +,,40,45,100,
1792,SESA AYURVEDIC OIL 50ML,8904319400259,70,80,2,
1793,SESA HERBAL OIL,8904319400167,124,125,1,
1794,SET WET LAS VEGAS 120ML,8901088139182,125,250,3,
1795,SET WET STYLING GEL 50 M,8901088062459,45,50,0,
1796,SEVEN COLOR CRYSTAL BOLL,,90,100,1,
1797,SHADANI MIX FRUIT CANDY,8906092350028,100,120,1,
1798,SHAHI KULFI,8901030731372,14.13,20,0,
1799,SHAMELESS VANILLA,8901030735097,95.34,135,1,
1800,SHAMELESS VANILLA 700ML,8901030776236,69.92,99,0,
1801,SHINZ COMBO 500 ML,,100,100,0,
1802,SHIVAKA 1 PLY NAPKINS,,35,70,0,
1803,SIDDHI FOIL 25M ALUMINIU,,100,195,10,
1804,SIGMA 18MM PAGE CUTTER,8902689380379,21,25,1,
1805,SIGMA ALL PIN PAPER PIN,,28,40,1,
1806,SIGMA BINDER CLIP 25 MM,,35,40,2,
1807,SIGMA BINDER CLIPS,6925410820250,30,40,1,
1808,SIGMA PAPER OR BOARD PUS,,21,30,2,
1809,SIL MIXED FRUIT JAM,8908000420045,140,140,1,
1810,SINGHARA ATTA,779167077,42,75,8,
1811,SKORE COMDOM SMALL,,15,30,25,
1812,SKORE CONDOM SHADES,8906007130967,45,90,1,
1813,SKORE CONDOM SHADES 3 PA,8906007130950,20,30,5,
1814,SKORE CONDOMS COOL,8906007132497,50,100,0,
1815,SKORE CONDOMS FRUITS 150,8906007130868,45,90,27,
1816,SKORE CONDOMS WARM 3 N,8906007131438,20,35,29,
1817,SLICE 1.75L,8902080404575,63.25,95,4,
1818,SNAC ATAC CHEESE BURST 6,8908012477006,35,35,4,
1819,SNAC ATAC CORNADO 40G,8908012477228,55,55,3,
1820,SNAC ATAC CORNADO 40G,8908012477204,55,55,2,
1821,SNAC ATAC CORNADO CONES,8908012477402,60,60,2,
1822,SNAC TAC ALL IN 1 1KG,8904132918177,165,330,3,
1823,SNAC TAC BIKANERI BHUJI,8904132912823,330,340,0,
1824,SNAC TAC BIKANERI BHUJIA,,170,340,4,
1825,SNAC TAC KHATTA MEETHA 1,,162,320,1,
1826,SNAC TAC KHATTA MEETHA 1,8904132912762,32.5,65,6,
1827,SNAC TAC KHATTA MEETHA 1,8904132916067,300,330,2,
1828,SNAC TAC MANCHURIAN INST,8904132920958,12.5,25,3,
1829,SNAC TAC MASALA NOODLES,8904132912847,9,18,6,
1830,SNAC TAC MOONG DAL 150G,8904132912755,33.5,67,4,
